,直營店,加盟店,縣市,地區,店鋪名稱,店鋪號,服務編號,地址,電話-1,電話-2
全家高雄褒忠店,,O,高雄市,三民區,高雄褒忠,021661,17830,高雄市三民區大昌二路119之2號1樓,07-9769748,07-3954767
全家高雄大興店,,O,高雄市,三民區,高雄大興,012442,17651,高雄市三民區大裕路38號,07-9769786,07-3955446
全家高雄新裕店,,O,高雄市,三民區,高雄新裕,016471,56471,高雄市三民區大裕路259號,07-9765150,07-3926084
全家高雄春風店,,O,高雄市,三民區,高雄春風,022830,62152,高雄市三民區大豐二路457號一樓右側,07-,07-3924487
全家高雄真大港店,,O,高雄市,三民區,高雄真大港,020068,60068,高雄市三民區山東街158號,07-9768132,07-3222159
全家高雄九華店,,O,高雄市,三民區,高雄九華,018401,54299,高雄市三民區中華二路142號,07-9765231,07-3231347
全家高雄鼎新店,,O,高雄市,三民區,高雄鼎新,014727,19430,高雄市三民區天祥一路42號1樓,07-9744389,07-3421085
全家高雄安和店,,O,高雄市,三民區,高雄安和,016278,17376,"高雄市三民區北平一街153號,155號,157號",07-9744235,07-3226098
全家高雄民如店,,O,高雄市,三民區,高雄民如,017382,57241,高雄市三民區民族一路13號,07-9765029,07-3221178
全家高雄吉林店,,O,高雄市,三民區,高雄吉林,016677,18487,高雄市三民區吉林街155號.157號,07-9769779,07-3234557
全家高雄醫學店,,O,高雄市,三民區,高雄醫學,021795,56512,高雄市三民區三民區自由一路100號,07-9765297,07-3229985
全家高雄高醫二店,,O,高雄市,三民區,高雄高醫二,023141,63141,高雄市三民區自由一路100號地下室,07-,07-3223565
全家高雄高醫三店,,O,高雄市,三民區,高雄高醫三,023142,63142,高雄市三民區自由一路100號(十全路口),07-,07-3223916
全家高雄延慶店,,O,高雄市,三民區,高雄延慶,020680,17972,高雄市三民區第二安發里延慶街113號一樓,07-9744326,07-3890250
全家高雄明哲店,,O,高雄市,三民區,高雄明哲,015117,55117,高雄市三民區明賢路38號一樓及地下室,07-9769980,07-3506241
全家高雄鼎中店,,O,高雄市,三民區,高雄鼎中,020989,17025,高雄市三民區鼎中里金鼎路358號,07-9744302,07-3493468
全家高雄建工店,,O,高雄市,三民區,高雄建工,019459,54090,高雄市三民區建元路11號1樓,07-9743319,07-3924464
全家高雄車頭店,,O,高雄市,三民區,高雄車頭,019457,58699,高雄市三民區建國二路318號B1西側,07-9769160,07-2363696
全家高雄學友店,,O,高雄市,三民區,高雄學友,022782,62782,高雄市三民區建國三路115號,07-,07-2856640
全家高雄建武店,,O,高雄市,三民區,高雄建武,021434,50620,高雄市三民區建興路79號1樓,07-9744346,07-3906846
全家高雄建德店,O,,高雄市,三民區,高雄建德,023166,52949,高雄市三民區建興路151號,07-9721729,07-3854179
全家高雄建興店,,O,高雄市,三民區,高雄建興,015137,17084,高雄市三民區建興路274號,07-9744347,07-3875891
全家高雄重慶店,,O,高雄市,三民區,高雄重慶,024164,53545,高雄市三民區重慶街269號,07-9741967,07-3229637
全家高雄凱歌店,O,,高雄市,三民區,高雄凱歌,022885,51733,高雄市三民區凱歌路87號,07-9766747,07-2255938
全家高雄陽明店,,O,高雄市,三民區,高雄陽明,017419,17053,高雄市三民區陽明路196號,07-9769731,07-3875240
全家高雄黃興店,,O,高雄市,三民區,高雄黃興,017337,17239,"高雄市三民區陽明路418號,420號",07-9769732,07-3905476
全家高雄鑫天地店,,O,高雄市,三民區,高雄鑫天地,023741,63038,高雄市三民區順昌街67號一樓,07-,07-3924612
全家高雄興融店,,O,高雄市,三民區,高雄興融,021486,54009,高雄市三民區黃興路168號1樓,07-9769309,07-3811409
全家高雄義明店,,O,高雄市,三民區,高雄義明,018491,18068,高雄市三民區寶國里義明街1號3號1樓,07-9769740,07-3854002
全家高雄鼎勇店,,O,高雄市,三民區,高雄鼎勇,015937,18529,高雄市三民區鼎山街300號.302號1樓,07-9744398,07-3943089
全家高雄鼎華店,,O,高雄市,三民區,高雄鼎華,017845,17780,高雄市三民區灣復里鼎山街592號一樓,07-9769702,07-3945405
全家高雄鼎祥店,,O,高雄市,三民區,高雄鼎祥,015902,18508,高雄市三民區鼎祥街73號,07-9744399,07-3463667
全家高雄鼎貴店,,O,高雄市,三民區,高雄鼎貴,023413,17088,高雄市三民區鼎盛里鼎貴路208號1樓,07-9769703,07-3475162
全家高雄壽昌店,O,,高雄市,三民區,高雄壽昌,015841,52950,高雄市三民區壽昌路93號1樓,07-9721746,07-3854009
全家高雄清華店,,O,高雄市,三民區,高雄清華,015949,55949,高雄市三民區澄和路65號1&2樓,07-9766185,07-3986587
全家高雄三塊厝店,,O,高雄市,三民區,高雄三塊厝,022978,62978,高雄市三民區熱河二街158號,07-,07-3231562
全家高雄覺禮店,,O,高雄市,三民區,高雄覺禮,020490,18186,高雄市三民區覺民路38號,07-9769750,07-3947337
全家高雄灣美店,,O,高雄市,三民區,高雄灣美,023549,63549,高雄市三民區灣復街24號一樓,07-,07-3927655
全家高雄土庫店,,O,高雄市,楠梓區,高雄土庫,023836,56258,高雄市楠梓區土庫二路152號一樓、二樓,07-9765759,07-3537481
全家高雄清豐店,,O,高雄市,楠梓區,高雄清豐,023661,50258,高雄市楠梓區土庫路61號一樓,07-9769717,07-3530309
全家高雄樂高店,,O,高雄市,楠梓區,高雄樂高,022333,62333,高雄市楠梓區大學東路171號,07-,07-3649853
全家高雄大西店,,O,高雄市,楠梓區,高雄大西,023630,58125,高雄市楠梓區大學南路1186號1樓,07-9721726,07-3650776
全家高雄楠梓漢店,,O,高雄市,楠梓區,高雄楠梓漢,023598,63598,高雄市楠梓區大學南路218號1樓,07-,07-3645842
全家高雄高大店,,O,高雄市,楠梓區,高雄高大,015817,55817,高雄市楠梓區大學路700號,07-9765019,07-3644465
全家日月光十一店,,O,高雄市,楠梓區,日月光十一,020820,18869,高雄市楠梓加工區中央路22號十一樓,07-3648804,07-3640091
全家日月光十二店,,O,高雄市,楠梓區,日月光十二,022527,52328,高雄市楠梓加工出口區內環北路115號,07-,07-3649535
全家日月光七店,,O,高雄市,楠梓區,日月光七,015905,53215,高雄市楠梓加工出口區內環北路109號2樓,07-,07-3640010
全家高雄經武店,,O,高雄市,楠梓區,高雄經武,022725,62725,高雄市楠梓區內環北路101號1樓-光寶科技101室,07-,07-3648387
全家高雄加宏店,,O,高雄市,楠梓區,高雄加宏,019443,18234,高雄市楠梓區加宏路120&122號,07-9769776,07-3656976
全家高雄右昌店,O,,高雄市,楠梓區,高雄右昌,021595,18531,高雄市楠梓區右昌街221號,07-9744155,07-3609679
全家日月光八店,,O,高雄市,楠梓區,日月光八,019273,17846,高雄市楠梓區西五街10號B1,07-3640047,07-3646310
全家高雄後新店,,O,高雄市,楠梓區,高雄後新,020785,57658,高雄市楠梓區後昌新路1-1號,07-9766759,07-3645759
全家高雄後勁店,,O,高雄市,楠梓區,高雄後勁,021760,19238,高雄市楠梓區後昌路131號1樓,07-9744348,07-3657187
全家高雄德祥店,,O,高雄市,楠梓區,高雄德祥,021663,19779,高雄市楠梓區海專路401號,07-9769756,07-3650715
全家高雄藍田店,,O,高雄市,楠梓區,高雄藍田,020882,60882,高雄市楠梓區高雄大學路375號,07-9753512,07-3658958
全家高雄常德店,,O,高雄市,楠梓區,高雄常德,021025,51169,高雄市楠梓區常德路320號一樓與二樓四坪空間,07-9769716,07-3521889
全家高雄創金店,,O,高雄市,楠梓區,高雄創金,022183,58371,高雄市楠梓區創新路890之1號,07-9721867,07-3533658
全家高雄新創店,,O,高雄市,楠梓區,高雄新創,016725,56725,高雄市楠梓區創新路86號,07-9765429,07-3539693
全家高雄惠正店,,O,高雄市,楠梓區,高雄惠正,023160,62696,高雄市楠梓區惠正街145號,07-,07-3644225
全家高雄德昌店,,O,高雄市,楠梓區,高雄德昌,017712,18221,高雄市楠梓區惠民路220號,07-9769751,07-3606402
全家高雄惠豐店,,O,高雄市,楠梓區,高雄惠豐,021959,18013,高雄市楠梓區惠豐里惠豐街166號168號一樓,07-9769722,07-3657425
全家高雄朝明店,,O,高雄市,楠梓區,高雄朝明,020091,60091,高雄市楠梓區朝明路106-1號1樓,07-9721373,07-3537537
全家日月光九店,,O,高雄市,楠梓區,日月光九,019272,17850,高雄市楠梓加工區開發路73號,07-3641534,07-3641704
全家日月光三店,,O,高雄市,楠梓區,日月光三,019275,17841,高雄市楠梓加工出口區開發路47號,07-3645124,07-3654946
全家高雄鑫昌店,,O,高雄市,楠梓區,高雄鑫昌,016666,54486,高雄市楠梓區新昌街39-1號,07-9765796,07-3636041
全家高雄高富店,,O,高雄市,楠梓區,高雄高富,023501,61383,高雄市楠梓區經三路80號,07-,07-3651679
全家日月光一店,,O,高雄市,楠梓區,日月光一,019366,17840,高雄市楠梓加工區經三路26號地下一層,07-3656044,07-3655126
全家日月光五店,,O,高雄市,楠梓區,日月光五,019365,17842,高雄市楠梓加工區經六路66號,07-3624050,07-3624493
全家高雄屏信店,,O,高雄市,楠梓區,高雄屏信,018499,58499,高雄市楠梓區翠屏路88號1及2樓(部份)如圖,07-9765485,07-3643093
全家高雄水漾店,,O,高雄市,楠梓區,高雄水漾,023386,63386,高雄市楠梓區翠屏路125號,07-,07-3646408
全家高雄德中店,,O,高雄市,楠梓區,高雄德中,022296,18503,高雄市楠梓區德中路110號,07-9769752,07-5911758
全家高雄民昌店,,O,高雄市,楠梓區,高雄民昌,017231,52105,高雄市楠梓區德民路989之2號一樓,07-9765451,07-3635456
全家高雄東賢店,,O,高雄市,楠梓區,高雄東賢,022605,17493,高雄市楠梓區德賢路382、384號,07-9744330,07-3606800
全家高雄興德店,,O,高雄市,楠梓區,高雄興德,023586,17611,高雄市楠梓區興楠路149—1號1樓,07-9769745,07-3535902
全家高雄興楠店,,O,高雄市,楠梓區,高雄興楠,020735,17095,高雄市楠梓區興楠路354號1樓,07-9769741,07-3541426
全家高雄藍天店,,O,高雄市,楠梓區,高雄藍天,022360,52620,高雄市楠梓區藍昌路358號,07-9766946,07-3659782
全家高雄民益店,,O,高雄市,小港區,高雄民益,017550,50289,高雄市小港區二苓路246號,07-9744195,07-8016432
全家高雄機場店,,O,高雄市,小港區,高雄機場,020936,50216,高雄市小港區中山四路2號一樓部分,07-9769757,07-8068559
全家高雄飛翔店,,O,高雄市,小港區,高雄飛翔,023857,63022,高雄市小港區中山四路2號1樓,07-,07-8070895
全家高雄旭日店,,O,高雄市,小港區,高雄旭日,023555,54649,高雄市小港區中安路926號,07-9769372,07-7930446
全家高雄立群店,,O,高雄市,小港區,高雄立群,019026,59026,高雄市小港區立群路27號一樓,07-9768557,07-8053137
全家高雄山明店,,O,高雄市,小港區,高雄山明,017590,57590,高雄市小港區松和路2號,07-9765319,07-8062353
全家高雄沿海店,,O,高雄市,小港區,高雄沿海,022089,17387,高雄市小港區沿海一路397之5號,07-9744229,07-8070902
全家高雄桂陽店,,O,高雄市,小港區,高雄桂陽,019245,55460,高雄市小港區桂陽路210號,07-9765013,07-7934389
全家高雄大坪頂店,,O,高雄市,小港區,高雄大坪頂,023158,57589,高雄市小港區高坪二十二路471號一樓,07-9765219,07-8912787
全家高雄崇明店,O,,高雄市,小港區,高雄崇明,017537,18067,高雄市小港區港明里崇明街160號1樓,07-9769715,07-8314833
全家高雄康莊店,,O,高雄市,小港區,高雄康莊,018366,52871,高雄市小港區康莊路183號,07-9765857,07-8070804
全家高雄港福店,,O,高雄市,小港區,高雄港福,020067,60067,高雄市小港區港平路18號,07-9768067,07-8219460
全家高雄敬業店,,O,高雄市,小港區,高雄敬業,021310,61310,高雄市小港區華山路63號,07-,07-8069568
全家高雄中安店,,O,高雄市,小港區,高雄中安,016867,19385,高雄市小港區廈莊一街168號,07-9769787,07-7932921
全家高雄漢民店,,O,高雄市,小港區,高雄漢民,016812,17675,高雄市小港區漢民路501號1樓,07-9769710,07-8032604
全家高雄漢苓店,,O,高雄市,小港區,高雄漢苓,023366,17041,高雄市小港區漢民路169號,07-9769711,07-8023983
全家高雄宏光店,,O,高雄市,小港區,高雄宏光,021701,50366,高雄市小港區漢民路786號,07-9744321,07-8067310
全家高雄港安店,,O,高雄市,小港區,高雄港安,022109,62109,高雄市小港區漢威街68號,07-9763024,07-8419919
全家高雄大林蒲店,,O,高雄市,小港區,高雄大林蒲,023377,55459,高雄市小港區鳳林路99號一樓,07-,07-8715898
全家高雄金鋼店,,O,高雄市,小港區,高雄金鋼,021898,52287,高雄市小港區鋼平街150號,07-9766649,07-8222473
全家高雄蓮潭店,,O,高雄市,左營區,高雄蓮潭,015707,55707,高雄市左營區孔營路25號,07-9765115,07-5852747
全家高雄文自店,,O,高雄市,左營區,高雄文自,023717,63717,高雄市左營區文自路411號,07-,07-3504496
全家高雄文萊店,O,,高雄市,左營區,高雄文萊,017973,14977,高雄市左營區文萊路325號,07-9769767,07-3503463
全家高雄左大店,,O,高雄市,左營區,高雄左大,017938,18493,高雄市左營區左營大路248號.250號,07-9769778,07-5882327
全家高雄立信店,,O,高雄市,左營區,高雄立信,016982,51477,高雄市左營區立信路209號,07-9721003,07-5565617
全家高雄光興店,,O,高雄市,左營區,高雄光興,017185,19859,高雄市左營區光興街60號,07-9744202,07-5565991
全家高雄致勝店,,O,高雄市,左營區,高雄致勝,024092,64092,高雄市左營區先勝路25號,07-,07-5884022
全家高雄先鋒店,,O,高雄市,左營區,高雄先鋒,018857,58857,高雄市左營區先鋒路425號一樓、夾層,07-9765723,07-5889767
全家高雄花賞店,,O,高雄市,左營區,高雄花賞,020580,60580,高雄市左營區辛亥路250號一樓,07-9769490,07-5561878
全家高雄孟子店,,O,高雄市,左營區,高雄孟子,023544,17770,高雄市左營區新光里孟子路515號一樓,07-9744237,07-3105707
全家高雄孟立店,,O,高雄市,左營區,高雄孟立,019692,17929,高雄市左營區菜公里孟子路109號一樓,07-9744323,07-3500492
全家高雄孟文店,,O,高雄市,左營區,高雄孟文,022298,51688,高雄市左營區孟子路365號一樓,07-9721018,07-3453208
全家高雄富華店,,O,高雄市,左營區,高雄富華,019458,54089,高雄市左營區明華一路199號1樓,07-9743318,07-5567836
全家高雄果豐店,O,,高雄市,左營區,高雄果豐,016251,18584,高雄市左營區果峰街12巷42號,07-9744331,07-5888743
全家高雄新勝店,O,,高雄市,左營區,高雄新勝,015997,51712,高雄市左營區南屏路313號,07-9721019,07-5226814
全家高雄光昌店,,O,高雄市,左營區,高雄光昌,020648,60648,高雄市左營區後昌路669號一樓及貳樓,07-9769492,07-3655968
全家高雄重和店,,O,高雄市,左營區,高雄重和,018702,58702,高雄市左營區重和路191號,07-9769237,07-3502958
全家高雄重愛店,,O,高雄市,左營區,高雄重愛,022702,18390,高雄市左營區重愛路208號,07-9744359,07-3462436
全家高雄新海店,,O,高雄市,左營區,高雄新海,021062,54929,高雄市左營區海功路2號1樓,07-9769981,07-5882056
全家高雄新左營店,,O,高雄市,左營區,高雄新左營,020801,58571,高雄市左營區高雄市左營區尾北里站前北路1號,07-9765994,07-5889698
全家高雄菜公店,,O,高雄市,左營區,高雄菜公,023065,63065,高雄市左營區站前南路27號1樓,07-,07-5882590
全家高雄市集店,,O,高雄市,左營區,高雄市集,023476,58762,高雄市左營區高鐵路115號,07-9769913,07-3506156
全家高雄富城店,,O,高雄市,左營區,高雄富城,023181,63181,高雄市左營區富民路23號,07-,07-5508483
全家高雄富裕店,,O,高雄市,左營區,高雄富裕,021728,59252,高雄市左營區富國路420號,07-9763389,07-5509859
全家高雄富國店,,O,高雄市,左營區,高雄富國,024001,17943,高雄市左營區新上里富國路48號一樓,07-9769721,07-5590732
全家高雄曾德店,,O,高雄市,左營區,高雄曾德,024023,53116,高雄市左營區曾子路501號1樓,07-9741217,07-3503824
全家高雄文川店,,O,高雄市,左營區,高雄文川,018270,58270,高雄市左營區曾子路300號(配送用),07-9721832,07-3502659
全家高雄華夏店,,O,高雄市,左營區,高雄華夏,018158,17858,高雄市左營區華夏路1168號1樓,07-9769728,07-3454328
全家高雄華山店,,O,高雄市,左營區,高雄華山,023286,19431,高雄市左營區華夏路1761號壹樓,07-9769725,07-3418769
